state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Guam,2020-05-09,151,164229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5074.0
Maine,2020-04-21,888,1344212,36,18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maine,-37.0,-15.0,10.0,-46.0,-45.0,18.0,7713.0
Minnesota,2020-03-02,0,5639632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,6.0,4.0,-1.0,2.0,3.0,0.0,7486.0
New York,2020-03-16,967,26161672,24,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New York,-15.0,24.0,-10.0,-36.0,-25.0,10.0,4481.0
West Virginia,2020-02-02,0,1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6798.0
Hawaii,2020-02-08,0,1415872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6829.0
Georgia,2020-03-28,2366,10617423,69,161,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Georgia,-39.0,-10.0,14.0,-43.0,-28.0,12.0,6494.0
Illinois,2020-03-22,1049,12671821,9,104,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Illinois,-63.0,-34.0,-39.0,-54.0,-38.0,14.0,3901.0
Mississippi,2020-03-01,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mississippi,23.0,14.0,35.0,24.0,4.0,-2.0,8221.0
Pennsylvania,2020-03-23,698,12801989,6,69,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Pennsylvania,-50.0,-25.0,-53.0,-58.0,-50.0,21.0,5335.0
American Samoa,2020-04-06,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Arkansas,2020-04-26,3001,3017804,51,77,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arkansas,-18.0,4.0,78.0,-22.0,-25.0,5.0,6226.0
Rhode Island,2020-01-25,0,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5373.0
Delaware,2020-03-17,16,973764,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Delaware,-17.0,4.0,36.0,-21.0,-27.0,11.0,7233.0
West Virginia,2020-02-24,0,1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,4.0,-1.0,4.0,4.0,2.0,1.0,7534.0
New York,2020-03-05,23,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,8.0,9.0,21.0,0.0,4.0,-1.0,4591.0
North Dakota,2020-04-05,207,762062,3,55,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Dakota,-50.0,-15.0,-2.0,-44.0,-28.0,11.0,3774.0
Virginia,2020-03-22,220,8535519,6,135,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Virginia,-38.0,-12.0,15.0,-43.0,-31.0,10.0,4874.0
Kentucky,2020-04-08,1149,4467673,65,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-34.0,-3.0,47.0,-30.0,-48.0,17.0,5500.0
