state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Texas,2020-03-17,110,28995881,1,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Texas,-12.0,15.0,2.0,-16.0,-26.0,10.0,7876.0
Florida,2020-03-07,7,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,4.0,3.0,13.0,2.0,2.0,-1.0,7734.0
Maine,2020-02-20,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maine,8.0,2.0,5.0,8.0,-9.0,2.0,12070.0
West Virginia,2020-02-06,0,1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7736.0
South Dakota,2020-03-18,11,884659,1,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,South Dakota,-14.0,18.0,22.0,0.0,-21.0,9.0,5770.0
Kansas,2020-03-23,84,2913314,2,107,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Kansas,-28.0,4.0,30.0,-16.0,-31.0,13.0,5694.0
Wisconsin,2020-02-18,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,-1.0,0.0,17.0,3.0,0.0,0.0,6736.0
Missouri,2020-04-16,5174,6626371,169,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-32.0,-6.0,15.0,-31.0,-45.0,18.0,6121.0
Oklahoma,2020-02-02,0,3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6478.0
Utah,2020-03-27,472,3205958,1,37,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Utah,-38.0,-4.0,14.0,-43.0,-41.0,18.0,5999.0
South Dakota,2020-02-29,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,14.0,18.0,25.0,10.0,1.0,-2.0,8382.0
Minnesota,2020-03-27,396,5639632,4,89,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Minnesota,-40.0,-8.0,55.0,-51.0,-44.0,21.0,5898.0
Washington,2020-04-20,12114,7614893,643,41,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-34.0,-14.0,33.0,-53.0,-53.0,19.0,5290.0
Kentucky,2020-04-29,4537,4467673,234,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-24.0,-1.0,1.0,-27.0,-44.0,17.0,6344.0
West Virginia,2020-05-10,1360,1792147,54,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,1772.0
District of Columbia,2020-05-06,5461,705749,277,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-62.0,-31.0,-72.0,-78.0,-69.0,29.0,3795.0
Florida,2020-02-20,0,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,2.0,1.0,10.0,4.0,1.0,0.0,7661.0
Michigan,2020-04-09,21504,9986857,1076,87,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Michigan,-53.0,-18.0,-11.0,-56.0,-63.0,26.0,5113.0
Vermont,2020-03-18,13,623989,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Vermont,-30.0,-4.0,21.0,-29.0,-31.0,13.0,8769.0
Delaware,2020-04-28,4575,973764,137,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Delaware,-31.0,-14.0,27.0,-40.0,-47.0,13.0,6096.0
Oregon,2020-01-30,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6254.0
Pennsylvania,2020-02-17,0,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,8.0,-1.0,43.0,-11.0,-21.0,5.0,6693.0
American Samoa,2020-02-20,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Indiana,2020-03-19,60,6732219,2,94,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Indiana,-28.0,15.0,-4.0,-13.0,-27.0,13.0,7010.0
North Carolina,2020-03-03,1,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,13.0,9.0,24.0,3.0,2.0,0.0,7965.0
California,2020-03-08,95,39512223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,2.0,3.0,11.0,-4.0,1.0,0.0,5874.0
Arkansas,2020-02-14,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8120.0
Massachusetts,2020-04-03,10402,6892503,192,17,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-54.0,-22.0,-54.0,-74.0,-59.0,30.0,4325.0
Virginia,2020-02-29,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,6.0,6.0,-1.0,6.0,2.0,-1.0,7837.0
Oklahoma,2020-04-04,1161,3956971,42,79,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oklahoma,-46.0,-10.0,-42.0,-29.0,-32.0,14.0,5346.0
Oregon,2020-02-02,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5432.0
Louisiana,2020-05-03,29340,4648794,2012,66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-28.0,-1.0,3.0,-40.0,-28.0,7.0,5721.0
Nevada,2020-03-14,20,3080156,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nevada,-6.0,22.0,-19.0,-9.0,-5.0,3.0,6145.0
Illinois,2020-02-18,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,1.0,-1.0,5.0,2.0,1.0,0.0,6191.0
Puerto Rico,2020-02-08,0,2933408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5744.0
Illinois,2020-03-10,12,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,7.0,10.0,20.0,-2.0,0.0,0.0,5948.0
Minnesota,2020-04-29,4644,5639632,319,89,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Minnesota,-31.0,-6.0,74.0,-49.0,-48.0,19.0,6218.0
Iowa,2020-04-15,1995,3155070,53,101,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Iowa,-32.0,3.0,22.0,-21.0,-39.0,17.0,5349.0
Minnesota,2020-03-14,21,5639632,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Minnesota,-7.0,15.0,-14.0,-10.0,-1.0,4.0,7950.0
Louisiana,2020-04-19,23928,4648794,1296,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-44.0,-17.0,-40.0,-55.0,-35.0,12.0,4698.0
Michigan,2020-04-30,41379,9986857,3789,87,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Michigan,-39.0,-13.0,6.0,-48.0,-57.0,23.0,6024.0
South Carolina,2020-04-20,4446,5148714,123,48,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Carolina,-30.0,-11.0,-25.0,-33.0,-40.0,16.0,6621.0
Utah,2020-03-22,162,3205958,1,37,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Utah,-33.0,-3.0,84.0,-31.0,-34.0,7.0,4812.0
Arkansas,2020-05-09,3747,3017804,88,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Arkansas,-9.0,23.0,59.0,-8.0,-15.0,3.0,7575.0
Nevada,2020-03-13,18,3080156,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nevada,1.0,24.0,-8.0,-11.0,-4.0,3.0,6378.0
Wisconsin,2020-01-23,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6844.0
Tennessee,2020-05-03,13177,6829174,210,97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Tennessee,-20.0,0.0,41.0,-26.0,-28.0,5.0,6087.0
Wyoming,2020-02-15,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,4.0,3.0,1.0,-5.0,1.0,0.0,6451.0
Minnesota,2020-03-09,2,5639632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,4.0,3.0,-1.0,-5.0,-2.0,1.0,8073.0
Iowa,2020-02-18,0,3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,-3.0,6.0,5.0,-1.0,1.0,0.0,6056.0
Northern Mariana Islands,2020-03-20,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3301.0
Alaska,2020-04-24,339,731545,9,31,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Alaska,-28.0,-8.0,33.0,-44.0,-37.0,16.0,4534.0
Ohio,2020-01-30,0,11689100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7062.0
New Jersey,2020-01-25,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5978.0
North Dakota,2020-03-03,0,762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Dakota,6.0,4.0,13.0,3.0,2.0,0.0,5224.0
Pennsylvania,2020-05-04,52816,12801989,2838,69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Pennsylvania,-31.0,-11.0,29.0,-48.0,-47.0,17.0,4808.0
Kansas,2020-03-05,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,9.0,4.0,53.0,9.0,2.0,-1.0,5970.0
Wisconsin,2020-04-25,5687,5822434,266,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-43.0,-9.0,78.0,-29.0,-27.0,11.0,5558.0
Massachusetts,2020-04-16,32181,6892503,1108,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Massachusetts,-47.0,-20.0,-7.0,-71.0,-59.0,26.0,4131.0
Idaho,2020-05-05,2127,1787065,65,46,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-10.0,10.0,134.0,-8.0,-36.0,11.0,5600.0
Georgia,2020-04-22,21214,10617423,848,161,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Georgia,-30.0,-11.0,11.0,-46.0,-47.0,18.0,7328.0
New Hampshire,2020-04-19,1390,1359711,38,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-37.0,-23.0,82.0,-45.0,-33.0,9.0,5282.0
Nebraska,2020-02-03,0,1934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5913.0
Vermont,2020-03-09,1,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,9.0,9.0,52.0,8.0,-1.0,0.0,9663.0
South Carolina,2020-04-05,2049,5148714,44,48,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Carolina,-42.0,-11.0,-24.0,-41.0,-38.0,10.0,5067.0
Florida,2020-04-24,30533,21477737,1046,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Florida,-47.0,-25.0,-60.0,-60.0,-47.0,23.0,6162.0
Ohio,2020-03-07,0,11689100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,13.0,7.0,68.0,13.0,4.0,-2.0,7068.0
Indiana,2020-03-09,3,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,7.0,6.0,24.0,5.0,1.0,0.0,6896.0
Georgia,2020-03-31,3929,10617423,111,161,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Georgia,-37.0,-11.0,-36.0,-46.0,-47.0,20.0,7409.0
Kansas,2020-04-17,1730,2913314,82,107,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kansas,-34.0,-15.0,26.0,-27.0,-41.0,17.0,5006.0
Florida,2020-02-12,0,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7242.0
Rhode Island,2020-03-04,2,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,9.0,3.0,21.0,-1.0,1.0,-1.0,4519.0
North Carolina,2020-01-24,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8971.0
Ohio,2020-03-28,1406,11689100,25,90,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Ohio,-50.0,-21.0,29.0,-34.0,-35.0,14.0,4401.0
Maine,2020-04-24,965,1344212,47,18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maine,-39.0,-15.0,23.0,-49.0,-45.0,19.0,7749.0
Delaware,2020-02-24,0,973764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,2.0,1.0,19.0,3.0,4.0,-1.0,7888.0
Mississippi,2020-02-01,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9891.0
Louisiana,2020-04-23,25739,4648794,1599,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-33.0,-7.0,-27.0,-42.0,-43.0,18.0,6322.0
New Jersey,2020-03-14,69,8882190,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New Jersey,-7.0,16.0,87.0,-16.0,-2.0,4.0,4628.0
Kentucky,2020-03-28,380,4467673,9,122,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Kentucky,-38.0,-6.0,100.0,-28.0,-29.0,9.0,5323.0
Arkansas,2020-05-06,3611,3017804,87,77,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Arkansas,-4.0,13.0,92.0,-12.0,-31.0,9.0,7094.0
Washington,2020-02-03,1,7614893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7040.0
Kentucky,2020-02-04,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7397.0
Florida,2020-03-31,6741,21477737,85,69,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Florida,-42.0,-20.0,-46.0,-52.0,-45.0,19.0,6413.0
Massachusetts,2020-02-03,1,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5839.0
Guam,2020-02-14,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6158.0
Nebraska,2020-02-14,0,1934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6542.0
Nevada,2020-04-08,2259,3080156,72,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-43.0,-16.0,-42.0,-54.0,-55.0,21.0,5489.0
Alabama,2020-01-24,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9247.0
Kansas,2020-04-03,629,2913314,18,107,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kansas,-42.0,-14.0,-15.0,-28.0,-43.0,19.0,4896.0
Louisiana,2020-04-04,12496,4648794,409,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-50.0,-12.0,-47.0,-52.0,-36.0,16.0,5076.0
Texas,2020-02-13,0,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7304.0
West Virginia,2020-04-01,191,1792147,1,57,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,West Virginia,-34.0,-10.0,-14.0,-26.0,-43.0,15.0,6303.0
New Mexico,2020-04-23,2379,2096829,78,35,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Mexico,-30.0,-6.0,1.0,-26.0,-46.0,18.0,5355.0
Washington,2020-04-10,10119,7614893,483,41,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-42.0,-11.0,36.0,-56.0,-58.0,22.0,5185.0
Tennessee,2020-05-06,13938,6829174,239,97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Tennessee,-12.0,5.0,5.0,-20.0,-36.0,13.0,7484.0
Idaho,2020-02-19,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,2.0,3.0,12.0,7.0,2.0,0.0,6649.0
Nevada,2020-02-20,0,3080156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,4.0,1.0,8.0,4.0,1.0,0.0,7369.0
Wyoming,2020-03-13,1,578759,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wyoming,-3.0,29.0,-2.0,3.0,-3.0,3.0,4868.0
Wisconsin,2020-04-17,4053,5822434,206,74,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wisconsin,-43.0,-17.0,32.0,-34.0,-44.0,22.0,5808.0
New Mexico,2020-04-04,506,2096829,11,35,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Mexico,-44.0,-12.0,-18.0,-31.0,-34.0,13.0,4343.0
Minnesota,2020-03-26,344,5639632,2,89,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Minnesota,-37.0,-5.0,55.0,-52.0,-43.0,20.0,6171.0
Wisconsin,2020-03-08,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,18.0,13.0,133.0,15.0,4.0,-2.0,6571.0
Utah,2020-03-07,1,3205958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah,5.0,13.0,47.0,7.0,3.0,-1.0,7410.0
Nevada,2020-02-15,0,3080156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,3.0,2.0,8.0,2.0,-2.0,0.0,7668.0
Indiana,2020-04-28,16588,6732219,901,94,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Indiana,-22.0,-2.0,100.0,-16.0,-44.0,10.0,5937.0
New Hampshire,2020-05-03,2518,1359711,86,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-25.0,-13.0,106.0,-35.0,-29.0,6.0,5580.0
Iowa,2020-04-04,787,3155070,14,101,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Iowa,-45.0,4.0,45.0,-23.0,-25.0,12.0,4624.0
Washington,2020-05-05,15594,7614893,862,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-26.0,1.0,78.0,-46.0,-49.0,17.0,5506.0
Missouri,2020-04-11,4108,6626371,116,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-44.0,1.0,16.0,-36.0,-32.0,12.0,4931.0
Georgia,2020-03-22,621,10617423,25,161,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Georgia,-39.0,-10.0,-18.0,-42.0,-29.0,10.0,6005.0
Arkansas,2020-04-02,643,3017804,12,77,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Arkansas,-24.0,2.0,59.0,-21.0,-36.0,13.0,6371.0
Illinois,2020-03-28,3491,12671821,47,104,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Illinois,-53.0,-17.0,-35.0,-50.0,-35.0,15.0,4140.0
Arizona,2020-02-22,1,7278717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,-2.0,-4.0,-42.0,-6.0,-4.0,3.0,8135.0
Minnesota,2020-03-29,503,5639632,9,89,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Minnesota,-58.0,-35.0,-16.0,-64.0,-38.0,14.0,4177.0
Maine,2020-05-10,1436,1344212,64,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,1955.0
Florida,2020-02-06,0,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7273.0
New Jersey,2020-03-20,890,8882190,11,23,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New Jersey,-35.0,4.0,51.0,-49.0,-44.0,21.0,4555.0
New York,2020-02-22,0,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,8.0,0.0,29.0,3.0,4.0,-1.0,5890.0
New York,2020-03-06,31,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,-1.0,0.0,-11.0,-3.0,3.0,1.0,4729.0
Maryland,2020-03-05,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,6.0,4.0,29.0,1.0,3.0,-1.0,7157.0
Maryland,2020-03-20,149,6045680,2,26,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Maryland,-27.0,1.0,54.0,-42.0,-39.0,18.0,6571.0
District of Columbia,2020-05-03,5016,705749,251,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-64.0,-30.0,-56.0,-71.0,-44.0,14.0,3531.0
Tennessee,2020-04-04,3322,6829174,50,97,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Tennessee,-45.0,-6.0,6.0,-33.0,-31.0,11.0,5410.0
Hawaii,2020-03-25,91,1415872,0,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Hawaii,-50.0,-30.0,-65.0,-56.0,-46.0,22.0,5501.0
Florida,2020-05-10,40596,21477737,1721,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,1884.0
Minnesota,2020-01-27,0,5639632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8070.0
Florida,2020-04-13,21019,21477737,499,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Florida,-47.0,-24.0,-53.0,-59.0,-47.0,19.0,6010.0
Colorado,2020-04-23,11278,5758736,552,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Colorado,-39.0,-18.0,13.0,-53.0,-53.0,21.0,5903.0
Georgia,2020-02-17,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,4.0,1.0,24.0,0.0,-19.0,4.0,9907.0
Maryland,2020-03-12,12,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Maryland,8.0,19.0,33.0,-7.0,-1.0,1.0,6794.0
Pennsylvania,2020-04-01,6009,12801989,74,69,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Pennsylvania,-43.0,-16.0,-1.0,-50.0,-53.0,21.0,4532.0
New York,2020-01-23,0,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5144.0
New Hampshire,2020-03-27,158,1359711,1,12,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,New Hampshire,-37.0,-6.0,44.0,-47.0,-42.0,20.0,6468.0
New Mexico,2020-05-06,4291,2096829,169,35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New Mexico,-26.0,2.0,11.0,-20.0,-42.0,16.0,5026.0
